id,country,designation,points,price,province,region,taster_name,taster_twitter_handle,variety,winery
11460,US,,87,20,California,Napa Valley,,,Cabernet Sauvignon,BonAnno
11461,Italy,Massimo Daldin,87,16,Tuscany,Vernaccia di San Gimignano,,,Vernaccia,Cà del Vispo
11462,Italy,,87,32,Tuscany,Bolgheri,,,Vermentino,Casa di Terra
11463,Italy,Scirè,87,16,Tuscany,Bolgheri,,,Red Blend,Ceralti
11464,US,,87,13,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Chardonnay,Chateau Ste. Michelle
11465,US,Larner Vineyard,87,30,California,Santa Barbara County,,,Syrah,db Winery
11466,France,Les Beaumonts,87,28,Burgundy,Chorey-lès-Beaune,Roger Voss,@vossroger,Pinot Noir,Domaine A. Machard de Gramont
11467,France,Vieilles Vignes,87,,Burgundy,Beaune,Roger Voss,@vossroger,Pinot Noir,Domaine Champy
11468,France,Cuvée Ancestrum,87,40,Burgundy,Chablis,Roger Voss,@vossroger,Chardonnay,Domaine Charly Nicolle
11469,Italy,,87,15,Tuscany,Morellino di Scansano,,,Red Blend,Fattoria Mantellassi
11470,New Zealand,Te Kahu Gimblett Gravels Vineyard Merlot-Cabernet Franc-Cabernet Sauvignon-Malbec,87,22,Hawke's Bay,,Joe Czerwinski,@JoeCz,Bordeaux-style Red Blend,Craggy Range
11471,New Zealand,,87,41,Marlborough,,Joe Czerwinski,@JoeCz,Pinot Noir,Dog Point
11472,New Zealand,,87,17,Marlborough,,Joe Czerwinski,@JoeCz,Pinot Noir,Yealands
11473,US,Bien Nacido Vineyard,87,50,California,Santa Maria Valley,,,Pinot Noir,Flying Goat Cellars
11474,US,William Vigne Dry,87,14,New York,Seneca Lake,Anna Lee C. Iijima,,Riesling,Fulkerson
11475,New Zealand,,87,20,Awatere Valley,,Joe Czerwinski,@JoeCz,Pinot Noir,Vavasour
11476,US,,87,17,California,Mendocino County,Virginie Boone,@vboone,Zinfandel,Weibel Family
11477,New Zealand,,87,16,Hawke's Bay,,Joe Czerwinski,@JoeCz,Syrah,Mission Estate
11478,Italy,Alata,87,20,Tuscany,Vernaccia di San Gimignano,,,Vernaccia,Rampa di Fugnano
11479,New Zealand,Pioneer Block 14 Doctor's Creek,87,30,Marlborough,,Joe Czerwinski,@JoeCz,Pinot Noir,Saint Clair
11480,US,Avila Beach Sunset Dry Rosé of,87,18,California,Santa Barbara County,,,Pinot Grigio,Morovino
11481,Italy,Pievi,87,19,Tuscany,Bolgheri,,,Red Blend,Motta
11482,US,Klindt Vineyard,87,19,California,Anderson Valley,Virginie Boone,@vboone,Pinot Gris,Philo Ridge
11483,Italy,,87,20,Tuscany,Toscana,,,Vermentino,Poggiotondo
11484,France,Vieilles Vignes,87,22,Burgundy,Bourgogne,Roger Voss,@vossroger,Pinot Noir,Roche de Bellene
11485,Chile,Payen,92,60,Limarí Valley,,Michael Schachner,@wineschach,Red Blend,Viña Tabalí
11486,France,Clos du Chêne Vert,92,50,Loire Valley,Chinon,Roger Voss,@vossroger,Cabernet Franc,Charles Joguet
11487,France,La Chevalerie,92,30,Loire Valley,Anjou Villages Brissac,Roger Voss,@vossroger,Cabernet Franc-Cabernet Sauvignon,Château la Varière
11488,France,Ultimus,92,40,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Domaine Thomas & Fils
11489,US,Reserve Lock Vineyard,92,69,California,Paso Robles,,,Cabernet Sauvignon,Écluse
11490,Spain,Selecció Especial,92,46,Catalonia,Priorat,Michael Schachner,@wineschach,Red Blend,Finca Tobella
11491,France,Grand Fumé,92,32,Loire Valley,Pouilly-Fumé,Roger Voss,@vossroger,Sauvignon Blanc,Fournier Père et Fils
11492,US,Reserve,92,95,California,Napa Valley,,,Cabernet Sauvignon,Bennett Lane
11493,US,Van der Kamp Vineyard,92,50,California,Sonoma Mountain,,,Pinot Noir,Bjornstad
11494,Portugal,Muge Vinhas Velhas,92,22,Tejo,,Roger Voss,@vossroger,Trincadeira,Casa Cadaval
11495,US,Estate Grown,92,50,California,Carneros,,,Chardonnay,Donum
11496,Australia,Kevin John,92,75,Western Australia,Margaret River,Joe Czerwinski,@JoeCz,Chardonnay,Cullen
11497,Australia,Kevin John,92,75,Western Australia,Margaret River,Joe Czerwinski,@JoeCz,Chardonnay,Cullen
11498,Spain,Santa Rosa Reserva,92,45,Levante,Alicante,Michael Schachner,@wineschach,Red Blend,Enrique Mendoza
11499,US,Eréndira,92,35,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Ermisch
11500,US,,92,34,California,Santa Maria Valley,,,Pinot Noir,Fig
11501,Spain,Montsalvat,92,80,Catalonia,Priorat,Michael Schachner,@wineschach,Red Blend,Francesc Sanchez Bas
11502,US,,92,50,California,Napa Valley,,,Merlot,Madorom
11503,Argentina,Don David Finca la Maravilla #6,92,25,Other,Cafayate,Michael Schachner,@wineschach,Malbec,Michel Torino
11504,US,Ballard Canyon Estate Reserve,92,36,California,Santa Barbara County,,,Syrah,Rusack
11505,US,Cassiopeia Wentzel Vineyard Clone 114,92,45,California,Anderson Valley,Virginie Boone,@vboone,Pinot Noir,Sean Thackrey
11506,US,,92,30,Oregon,Walla Walla Valley (OR),Paul Gregutt,@paulgwine ,Malbec,Seven Hills
11507,US,Seven Hills Vineyard,92,38,Oregon,Walla Walla Valley (OR),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Seven Hills
11508,US,Rosella's Vineyard,92,52,California,Santa Lucia Highlands,,,Pinot Noir,Siduri
11509,US,Soberanes Vineyard,92,48,California,Santa Lucia Highlands,,,Pinot Noir,Siduri
11510,US,Jean Louis Vermeil Frediani Vineyard,92,85,California,Calistoga,,,Cabernet Sauvignon,Vermeil
11511,US,Pence Ranch Clone 828,92,50,California,Santa Ynez Valley,,,Pinot Noir,Whitcraft
11512,France,Les Aunis,92,35,Loire Valley,Coteaux du Layon Chaume,Roger Voss,@vossroger,Chenin Blanc,Château de la Roulerie
11513,France,Le Grand Bouqueteau Réserve,92,19,Loire Valley,Chinon,Roger Voss,@vossroger,Cabernet Franc,Château du Coudray Montpensier
11514,France,Les Millerits,92,49,Loire Valley,Anjou Villages Brissac,Roger Voss,@vossroger,Cabernet Sauvignon,Domaine des Rochelles
11515,France,Château de la Perrière,86,,Beaujolais,Brouilly,Roger Voss,@vossroger,Gamay,Georges Duboeuf
11516,Austria,Ausstich Tattendorf,86,22,Thermenregion,,Roger Voss,@vossroger,St. Laurent,Stift Klosterneuburg
11517,Chile,Ecos de Rulo,86,,Colchagua Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Viña Bisquertt
11518,Chile,Albamar,86,11,Casablanca Valley,,Michael Schachner,@wineschach,Sauvignon Blanc,William Cole
11519,US,,86,20,California,Napa Valley,,,Sauvignon Blanc,Mario Bazán
11520,Italy,Nivole 375ml,86,,Piedmont,Moscato d'Asti,,,Moscato,Michele Chiarlo
11521,Italy,Scalabreto 500ml,86,32,Tuscany,Toscana,,,Red Blend,Morisfarms
11522,France,,86,17,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château La Rame
11523,Italy,Le Dolcirive Extra Dry,86,,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,Glera,Costaruél
11524,Italy,Brut Perlé,86,,Veneto,Prosecco,,,Glera,Dal Din
11525,US,Best Barrel,86,40,California,Happy Canyon of Santa Barbara,,,Cabernet Sauvignon,Municipal Winemakers
11526,Italy,Brut,86,,Veneto,Monti Lessini,,,Sparkling Blend,Corte Moschina
11527,Australia,The Galvo Garage Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,86,29,South Australia,McLaren Vale-Adelaide Hills,Joe Czerwinski,@JoeCz,Bordeaux-style Red Blend,D'Arenberg
11528,South Africa,Young Vines,86,11,Stellenbosch,,Lauren Buzzeo,@laurbuzz,Sauvignon Blanc,DeWaal
11529,Italy,375ml,86,,Tuscany,Vin Santo del Chianti Rufina,,,White Blend,Fattoria di Basciano
11530,US,Canterbury Vineyard,86,26,California,Sierra Foothills,,,Syrah,Bell
11531,US,Heritage Selection Zen Ranch,86,26,California,Paso Robles,,,Zinfandel,Bianchi
11532,US,,86,25,California,Napa Valley,,,Pinot Noir,Simple Math Cellars
11533,Austria,Brut,86,,Kremstal,,Roger Voss,@vossroger,White Blend,Stift Göttweig
11534,Argentina,Método Tradicional Extra Brut,86,16,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Champagne Blend,Viniterra
11535,US,Girly Girl,85,19,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Silver Lake
11536,France,Vendanges Tardives,92,50,Alsace,Alsace,,,Pinot Gris,Jean-Baptiste Adam
11537,Italy,Cannubi,92,,Piedmont,Barolo,,,Nebbiolo,Michele Chiarlo
11538,US,Bishop Creek,92,50,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Erath
11539,US,Ramal Vineyard Swan Selection,92,42,California,Carneros,,,Pinot Noir,Buena Vista
11540,Italy,Bricco Asili Bernardot,92,78,Piedmont,Barbaresco,,,Nebbiolo,Ceretto
11541,US,Laurène,92,65,Oregon,Oregon,Paul Gregutt,@paulgwine ,Pinot Noir,Domaine Drouhin Oregon
11542,Italy,,92,126,Piedmont,Barolo,,,Nebbiolo,Poderi Aldo Conterno
11543,Portugal,Grande Reserva,92,37,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta do Portal
11544,Italy,Baudana,92,62,Piedmont,Barolo,,,Nebbiolo,Luigi Baudana
11545,Italy,Riserva,92,84,Piedmont,Barolo,,,Nebbiolo,Marchesi di Barolo
11546,Italy,Cannubi,92,100,Piedmont,Barolo,,,Nebbiolo,Marchesi di Barolo
11547,Italy,,92,210,Piedmont,Barbaresco,,,Nebbiolo,Gaja
11548,Italy,Bricco Rocche Prapó,92,80,Piedmont,Barolo,,,Nebbiolo,Ceretto
11549,Portugal,Quinta das Tecedeiras Reserva,92,34,Douro,,Roger Voss,@vossroger,Portuguese Red,Dão Sul
11550,US,Jack London Vineyard,92,25,California,Sonoma Valley,,,Zinfandel,Kenwood
11551,Australia,Benno Shiraz-Mataro,92,75,South Australia,Barossa Valley,Joe Czerwinski,@JoeCz,Red Blend,Murray Street
11552,Italy,,92,,Piedmont,Barbaresco,,,Nebbiolo,Pio Cesare
11553,Italy,Conca,92,88,Piedmont,Barolo,,,Nebbiolo,Renato Ratti
11554,US,,92,39,California,Russian River Valley,,,Zinfandel,Stephen & Walker
11555,Italy,Gallina,92,48,Piedmont,Barbaresco,,,Nebbiolo,Ugo Lequio
11556,US,Steinbeck Vineyard,91,28,California,Paso Robles,Matt Kettmann,@mattkettmann,Syrah,Eberle
11557,US,Weinbau Vineyard,91,35,Washington,Wahluke Slope,Sean P. Sullivan,@wawinereport,Cabernet Franc,Januik
11558,US,,91,50,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Chardonnay,JCR
11559,France,Planchots,91,50,Burgundy,Savigny-lès-Beaune,Roger Voss,@vossroger,Pinot Noir,Jean-Claude Boisset
11560,US,Founder's Legacy,91,85,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Bordeaux-style Red Blend,JM Cellars
11561,US,Kalas,91,50,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Bordeaux-style Red Blend,Kitá
11562,US,Reserve,91,20,New York,Finger Lakes,Anna Lee C. Iijima,,Chardonnay,Lamoreaux Landing
11563,France,,91,79,Burgundy,Gevrey-Chambertin,Roger Voss,@vossroger,Pinot Noir,Louis Latour
11564,US,Román Estate Grown,91,22,California,North Coast,Jim Gordon,@gordone_cellars,Zinfandel,Marietta Cellars
11565,US,,91,35,New York,Finger Lakes,Anna Lee C. Iijima,,Chardonnay,N. Kendall Wines
11566,US,Cuvée,91,45,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Pinot Noir,Prodigal
11567,US,,91,38,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Petite Sirah,Refugio Ranch
11568,US,The Stones Speak Funk Estate Vineyard,91,55,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Syrah,Saviah
11569,US,Méthode Traditionnelle Brut,91,25,California,Anderson Valley,Jim Gordon,@gordone_cellars,Sparkling Blend,Signal Ridge
11570,US,Topaz Impérial Rosé,91,37,New York,North Fork of Long Island,Anna Lee C. Iijima,,Champagne Blend,Sparkling Pointe
11571,US,,91,32,California,Napa Valley,Virginie Boone,@vboone,Viognier,Stags' Leap Winery
11572,US,Murmur Vineyard,91,60,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Syrah,Amor Fati
11573,US,Shared Table Farm Hog's Neck,91,50,New York,North Fork of Long Island,Anna Lee C. Iijima,,Cabernet Franc,Anthony Nappa
11574,US,Shared Table Farm,91,50,New York,North Fork of Long Island,Anna Lee C. Iijima,,Pinot Noir,Anthony Nappa
11575,Spain,Viña Albina Gran Reserva,91,35,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo Blend,Bodegas Riojanas
11576,US,Southwind,91,75,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Bordeaux-style Red Blend,Cadaretta
11577,US,Jack's Vineyard,91,35,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Barbera,Casa Smith
11578,France,Les Puillets Premier Cru,91,45,Burgundy,Mercurey,Roger Voss,@vossroger,Pinot Noir,Château de Santenay
11579,Italy,Vecchia Modena Premium,91,16,Central Italy,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,Lambrusco di Sorbara,Cleto Chiarli
11580,Spain,,91,,Northern Spain,Vino de la Tierra de Castilla y León,Michael Schachner,@wineschach,Syrah,Clunia
11581,US,Roberitage,91,39,California,Livermore Valley,Jim Gordon,@gordone_cellars,Rhône-style Red Blend,Dante Robere
11582,France,,91,20,Beaujolais,Fleurie,Roger Voss,@vossroger,Gamay,Domaine de Roche-Guillon
11583,France,Robardelle Premier Cru,91,130,Burgundy,Volnay,Roger Voss,@vossroger,Pinot Noir,Domaine Rossignol-Février Père et Fils
11584,France,Château de Chamirey Clos de la Maladière,91,40,Burgundy,Mercurey,Roger Voss,@vossroger,Pinot Noir,Domaines Devillard
11585,Italy,Taranta,83,18,Southern Italy,Salento,,,Negroamaro,Vetrère
11586,US,,83,14,California,North Coast,Virginie Boone,@vboone,Chardonnay,Vinum Cellars
11587,Italy,Le Tenute Bocciolo,83,,Central Italy,Lambrusco Grasparossa di Castelvetro,,,Lambrusco,Medici Ermete
11588,US,,83,26,Virginia,Virginia,,,Cabernet Franc,Miracle Valley
11589,Argentina,Urban Uco,83,10,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Chardonnay,O. Fournier
11590,US,,83,20,California,Rutherford,,,Sauvignon Blanc,Frog's Leap
11591,Mexico,Cursi,83,21,Valle de Guadalupe,,Michael Schachner,@wineschach,Rosé,Hacienda La Lomita
11592,Portugal,Casal Garcia,83,8,Vinho Verde,,Roger Voss,@vossroger,Portuguese Rosé,Aveleda
11593,Italy,Querido Rosé Frizzante,83,18,Central Italy,Colli Piacentini,,,Pinot Nero,Tenuta Villa Tavernago
11594,Italy,Brut,83,,Veneto,Prosecco,,,Glera,Zonin
11595,Italy,Fields Brut,83,12,Veneto,Prosecco,,,Glera,Pizzolato
11596,Italy,La Luna Spago,83,17,Central Italy,Emilia,,,Lambrusco,Cantine Ceci
11597,US,Wildcreek Canyon,83,7,California,California,,,Merlot,CK Mondavi
11598,US,Willow Springs White,83,6,California,California,,,Zinfandel,CK Mondavi
11599,Italy,Birbet,83,17,Piedmont,Piedmont,,,Brachetto,Demarie
11600,US,Dante Reserve,83,10,California,California,,,Pinot Noir,Michael Pozzan
11601,Argentina,Black Label,83,15,Other,San Juan,Michael Schachner,@wineschach,Malbec,Finca Las Moras
11602,US,Reserve Lot 14 Grenache,83,18,California,California,,,Rosé,Loken Cellars
11603,US,1762,83,38,Virginia,Virginia,,,Red Blend,Philip Carter
11604,US,,83,22,Oregon,Rogue Valley,Sean P. Sullivan,@wawinereport,Syrah,Silvan Ridge
11605,US,Estate Grown,83,25,Idaho,,Sean P. Sullivan,@wawinereport,Syrah-Mourvèdre,3 Horse Ranch Vineyards
11606,Argentina,Pietro Marini,83,12,Other,Salta,Michael Schachner,@wineschach,Torrontés,Bodega El Transito
11607,Italy,Opera 02,83,17,Central Italy,Lambrusco di Modena,,,Lambrusco,Cà Montanari
11608,Italy,,83,10,Italy Other,Italy,,,White Blend,Canti
11609,Italy,Amabile,83,11,Central Italy,Lambrusco di Sorbara,,,Lambrusco,Cantina di Sorbara
11610,Argentina,Phebus Reserva,83,16,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Cabernet Sauvignon,Fabre Montmayou
11611,Italy,,83,13,Piedmont,Piedmont,,,Brachetto,Prima Mazzo
11612,US,,83,15,California,Sonoma County,,,Pinot Noir,River Road
11613,US,,83,15,California,California,,,Merlot,Spellbound
11614,Portugal,,85,10,Tejo,,Roger Voss,@vossroger,Portuguese White,Casal da Coelheira
11615,US,Coyote Canyon Vineyard,85,25,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Primitivo,Coyote Canyon
11616,Italy,,85,18,Tuscany,Vernaccia di San Gimignano,Kerin O’Keefe,@kerinokeefe,Vernaccia,Signano
11617,Portugal,,85,15,Tejo,,Roger Voss,@vossroger,Portuguese Red,Terra Silvestre
11618,Chile,,85,11,Curicó Valley,,Michael Schachner,@wineschach,Sauvignon Blanc,Terrapura
11619,France,Rouge Carmin,85,15,France Other,Vin de France,Roger Voss,@vossroger,Red Blend,Vins Descombe
11620,US,Trouble,85,30,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,A Blooming Hill Vineyard
11621,US,Maestro Collection Ranch 11,85,34,California,St. Helena,Virginie Boone,@vboone,Zinfandel,Beaulieu Vineyard
11622,Portugal,Colheita,85,12,Douro,,Roger Voss,@vossroger,Portuguese Red,Casa de Cambres
11623,Portugal,Cigarra Branco,85,8,Lisboa,,Roger Voss,@vossroger,Portuguese White,Casa Santos Lima
11624,Portugal,Reserva,85,13,Tejo,,Roger Voss,@vossroger,Portuguese Red,Casal da Coelheira
11625,US,Cinema,85,40,California,Sonoma County,Virginie Boone,@vboone,Zinfandel,Director's Cut
11626,Chile,Los Vascos,85,13,Central Valley,,Michael Schachner,@wineschach,Chardonnay,Domaines Barons de Rothschild (Lafite)
11627,US,Estate,85,25,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Emerson
11628,Italy,Pollino Bianco,85,,Southern Italy,Calabria,Kerin O’Keefe,@kerinokeefe,Mantonico,Ferrocinto
11629,Chile,Reserva,85,10,Maule Valley,,Michael Schachner,@wineschach,Carmenère,Chilensis
11630,US,,85,25,Oregon,Applegate Valley,Paul Gregutt,@paulgwine ,Merlot,Plaisance Ranch
11631,Chile,,85,16,Casablanca Valley,,Michael Schachner,@wineschach,Chardonnay,Ritual
11632,US,Estate Reserve,85,22,California,Paso Robles,Matt Kettmann,@mattkettmann,Syrah,San Simeon
11633,Australia,,85,23,South Australia,Barossa Valley,Joe Czerwinski,@JoeCz,Rosé,Schwarz Wine Company
11634,Chile,Special Reserve,85,15,Colchagua Valley,,Michael Schachner,@wineschach,Viognier,Siegel
11635,US,,85,38,California,Russian River Valley,Virginie Boone,@vboone,Chardonnay,Viszlay Vineyards
11636,France,,85,20,Burgundy,Bourgogne Hautes Côtes de Nuits,Roger Voss,@vossroger,Pinot Noir,Labouré-Roi
11637,France,,85,15,Burgundy,Mâcon-Villages,Roger Voss,@vossroger,Chardonnay,Labouré-Roi
11638,Chile,Casa Grand Selection,85,12,Rapel Valley,,Michael Schachner,@wineschach,Sauvignon Blanc,Lapostolle
11639,France,,85,,France Other,Vin de France,Roger Voss,@vossroger,Ekigaïna,Lionel Osmin & Cie
11640,France,Villa la Vie en Rose,85,11,France Other,Vin de France,Roger Voss,@vossroger,Rosé,Lionel Osmin & Cie
11641,France,Apremont,85,15,France Other,Vin de Savoie,Roger Voss,@vossroger,Jacquère,Bernard et Christophe Richel
11642,US,Red,85,85,California,Napa Valley,Virginie Boone,@vboone,Merlot-Cabernet Sauvignon,Vellum
11643,Chile,Alba,85,10,Central Valley,,Michael Schachner,@wineschach,Merlot,Santa Luz
11644,Chile,Vénere,87,70,Loncomilla Valley,,Michael Schachner,@wineschach,Red Blend,Cremaschi Furlotti
11645,France,Brut,87,,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Esterlin
11646,US,La Encantada Vineyard,87,40,California,Sta. Rita Hills,,,Pinot Noir,Furthermore
11647,US,,87,19,California,Lodi,Virginie Boone,@vboone,Albariño,Harney Lane
11648,France,Grand Rosé,87,90,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Forget-Brimont
11649,Germany,Schwaigerner Ruthe,87,51,Württemberg,,Anna Lee C. Iijima,,Lemberger,Grafen Neipperg
11650,Chile,Marques de Casa Concha,87,26,Puente Alto,,Michael Schachner,@wineschach,Cabernet Sauvignon,Concha y Toro
11651,France,La Calèche,87,,France Other,Vin de France,Roger Voss,@vossroger,Chenin Blanc-Chardonnay,Domaine des Baumard
11652,Italy,Barilot,87,25,Piedmont,Barbera d'Alba,Kerin O’Keefe,@kerinokeefe,Barbera,Manzone
11653,US,Estate Reserve,87,24,California,El Dorado,Virginie Boone,@vboone,Primitivo,Narrow Gate
11654,US,Il Greco,87,20,California,Russian River Valley,,,Greco,Nico
11655,France,D'Luscious Demi-Sec Rosé,87,59,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Nicolas Feuillatte
11656,France,Cuvée des Lys Brut Blanc de Blancs,87,85,Champagne,Champagne,Roger Voss,@vossroger,Chardonnay,Philippe Fontaine
11657,US,Moscato d'Oro,87,20,California,Napa Valley,,,Moscato,Robert Mondavi
11658,Italy,Ceppitaio,87,25,Tuscany,Val di Cornia Suvereto,Kerin O’Keefe,@kerinokeefe,Red Blend,Russo
11659,US,,87,28,California,Carneros,,,Chardonnay,Rutherford Hill
11660,US,,87,24,California,Dry Creek Valley,,,Zinfandel,Saini
11661,Chile,Gran Reserva Corte,87,17,Colchagua Valley,,Michael Schachner,@wineschach,Merlot,Santa Luz
11662,Chile,Medalla Real Gran Reserva,87,18,Leyda Valley,,Michael Schachner,@wineschach,Chardonnay,Santa Rita
11663,US,Estate Grown,87,14,Idaho,,Sean P. Sullivan,@wawinereport,Pinot Gris,Sawtooth
11664,US,Marianne's,87,16,California,Lake County,Virginie Boone,@vboone,Rosé,Six Sigma Ranch
11665,US,The Leap,87,80,California,Stags Leap District,,,Cabernet Sauvignon,Stags' Leap Winery
11666,US,,87,38,California,Russian River Valley,,,Pinot Noir,Ten Acre
11667,US,Reserve Syrah-Mourvèdre,87,,Idaho,,Sean P. Sullivan,@wawinereport,Red Blend,3 Horse Ranch Vineyards
11668,US,,87,36,California,Sonoma Coast,,,Pinot Noir,Amelle
11669,US,Claret,87,45,California,Napa Valley,,,Cabernet Sauvignon,Bell
11670,US,Dry,87,11,California,Clarksburg,Virginie Boone,@vboone,Chenin Blanc,Blue Plate
11671,France,Le Village,87,32,Burgundy,Savigny-lès-Beaune,Roger Voss,@vossroger,Pinot Noir,Henri de Villamont
11672,France,Domaine Mouréou,87,16,Southwest France,Madiran,Roger Voss,@vossroger,Red Blend,Château d'Aydie
11673,Italy,Casa Boschino,87,17,Tuscany,Toscana,Kerin O’Keefe,@kerinokeefe,Red Blend,San Fabiano Calcinaia
11674,Chile,Grand Reserve Selected Vineyards,87,20,Maule Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Santa Isle
